Color Name, Hex Code,R,G,B,H,S,V,Name Code
lime,#aaff32,170,255,50,84.8780487804878,80.3921568627451,100.0,402853
sea green,#53fca1,83,252,161,147.6923076923077,67.06349206349206,98.82352941176472,21064607929518
periwinkle,#8e82fe,142,130,254,245.80645161290323,48.81889763779528,99.6078431372549,569076432186757
dark pink,#cb416b,203,65,107,341.73913043478257,67.98029556650246,79.6078431372549,4452134692299
olive green,#677a04,103,122,4,69.66101694915254,96.72131147540983,47.84313725490196,17321368969876654
peach,#ffb07c,255,176,124,23.816793893129773,51.37254901960784,100.0,16942184
pale green,#c7fdb5,199,253,181,105.0,28.45849802371541,99.2156862745098,564468165186734
light brown,#ad8150,173,129,80,31.612903225806445,53.75722543352601,67.84313725490196,13835452174384878
hot pink,#ff028d,255,2,141,327.0355731225296,99.2156862745098,100.0,291687114187
black,#000000,0,0,0,0.0,0.0,0.0,2491499
lilac,#cea2fd,206,162,253,269.010989010989,35.96837944664032,99.2156862745098,12890147
navy blue,#001146,0,17,70,225.42857142857144,100.0,27.450980392156865,15452015243941
royal blue,#0504aa,5,4,170,240.36144578313247,97.6470588235294,66.66666666666666,650671873405605
beige,#e6daa6,230,218,166,48.74999999999999,27.82608695652174,90.19607843137256,2270437
salmon,#ff796c,255,121,108,5.306122448979592,57.647058823529406,100.0,638989806
olive,#6e750e,110,117,14,64.07766990291262,88.03418803418805,45.88235294117647,16131781
maroon,#650021,101,0,33,340.3960396039604,100.0,39.6078431372549,437861870
bright green,#01ff07,1,255,7,121.41732283464566,99.6078431372549,100.0,92648445658600622
dark purple,#35063e,53,6,62,290.3571428571429,90.32258064516128,24.31372549019608,4558985937633669
mauve,#ae7181,174,113,129,344.2622950819672,35.05747126436782,68.23529411764706,13686469
forest green,#06470c,6,71,12,125.53846153846156,91.54929577464787,27.84313725490196,233700772296594606
aqua,#13eac9,19,234,201,170.7906976744186,91.88034188034187,91.76470588235294,50849
cyan,#00ffff,0,255,255,180.0,100.0,100.0,123950
tan,#d1b26f,209,178,111,41.0204081632653,46.889952153110045,81.96078431372548,20526
dark blue,#00035b,0,3,91,238.02197802197804,100.0,35.68627450980392,4452134236837
lavender,#c79fef,199,159,239,270.0,33.47280334728033,93.72549019607844,414134505650
turquoise,#06c2ac,6,194,172,172.9787234042553,96.90721649484536,76.07843137254902,22731707360869
dark green,#033500,3,53,0,116.60377358490568,100.0,20.7843137254902,142468301001902
violet,#9a0eea,154,14,234,278.1818181818182,94.017094017094,91.76470588235294,748138676
light purple,#bf77f6,191,119,246,274.01574803149606,51.6260162601626,96.47058823529412,442734470053314949
lime green,#89fe05,137,254,5,88.19277108433735,98.03149606299212,99.6078431372549,432561129591982
grey,#929591,146,149,145,105.00000000000011,2.684563758389271,58.43137254901961,247993
sky blue,#75bbfd,117,187,253,209.1176470588236,53.75494071146246,99.2156862745098,665516585637
yellow,#ffff14,255,255,20,60.0,92.15686274509804,100.0,844509687
magenta,#c20078,194,0,120,322.88659793814435,100.0,76.07843137254902,13999716993
light green,#96f97b,150,249,123,107.14285714285714,50.60240963855421,97.6470588235294,13835452179616942
orange,#f97306,249,115,6,26.913580246913583,97.59036144578312,97.6470588235294,522238181
teal,#029386,2,147,134,174.6206896551724,98.63945578231294,57.647058823529406,660524
light blue,#95d0fc,149,208,252,205.63106796116503,40.87301587301587,98.82352941176472,432357880443557
red,#e50000,229,0,0,0.0,100.0,89.80392156862746,18596
brown,#653700,101,55,0,32.67326732673268,100.0,39.6078431372549,2703086
pink,#ff81c0,255,129,192,330.0,49.41176470588236,100.0,533963
blue,#0343df,3,67,223,222.54545454545453,98.65470852017938,87.45098039215686,78501
green,#15b01a,21,176,26,121.93548387096774,88.06818181818181,69.01960784313725,7935150
purple,#7e1e9c,126,30,156,285.7142857142857,80.76923076923077,61.1764705882353,559497605
